lId,iReport,sName,sUnit,sEquation,sDescription,sRemark,-1,code versie 5.09.00,code versie 5.09.00,code versie 5.09.00,code versie 5.09.00,v00-v01,v00-v02,v00-v03
135,0,_sDRootPhra0_,_gDW_*_m_^-2,-,Root_biomass_DW_in_marsh_sediment,-,-1,_sDRootPhra0_ = _cDRootPhra0_,_sDRootPhra0_ = _cDRootPhra0_,_sDRootPhra0_ = _cDRootPhra0_,_sDRootPhra0_ = _cDRootPhra0_,TRUE,TRUE,TRUE
136,0,_sDShootPhra0_,_gDW_*_m_^-2,-,Shoot_biomass_DW_in_marsh_water,-,-1,_sDShootPhra0_ = _cDShootPhra0_,_sDShootPhra0_ = _cDShootPhra0_,_sDShootPhra0_ = _cDShootPhra0_,_sDShootPhra0_ = _cDShootPhra0_,TRUE,TRUE,TRUE
137,0,_sNRootPhra0_,_gN_*_m_^-2,-,Root_biomass_N_in_marsh_sediment,-,-1,_sNRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNRootPhra0_ _ELSE_ _cNDPhra0_ * _sDRootPhra0_ _ENDIF_,_sNRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNRootPhra0_ _ELSE_ _cNDPhra0_ * _sDRootPhra0_ _ENDIF_,_sNRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNRootPhra0_ _ELSE_ _cNDPhra0_ * _sDRootPhra0_ _ENDIF_,_sNRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNRootPhra0_ _ELSE_ _cNDPhra0_ * _sDRootPhra0_ _ENDIF_,TRUE,TRUE,TRUE
138,0,_sNShootPhra0_,_gN_*_m_^-2,-,Shoot_biomass_N_in_marsh_water,-,-1,_sNShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNShootPhra0_ _ELSE_ _cNDPhra0_ * _sDShootPhra0_ _ENDIF_,_sNShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNShootPhra0_ _ELSE_ _cNDPhra0_ * _sDShootPhra0_ _ENDIF_,_sNShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNShootPhra0_ _ELSE_ _cNDPhra0_ * _sDShootPhra0_ _ENDIF_,_sNShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cNShootPhra0_ _ELSE_ _cNDPhra0_ * _sDShootPhra0_ _ENDIF_,TRUE,TRUE,TRUE
139,0,_sPRootPhra0_,_gP_*_m_^-2,-,Root_biomass_P_in_marsh_sediment,-,-1,_sPRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPRootPhra0_ _ELSE_ _cPDPhra0_ * _sDRootPhra0_ _ENDIF_,_sPRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPRootPhra0_ _ELSE_ _cPDPhra0_ * _sDRootPhra0_ _ENDIF_,_sPRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPRootPhra0_ _ELSE_ _cPDPhra0_ * _sDRootPhra0_ _ENDIF_,_sPRootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPRootPhra0_ _ELSE_ _cPDPhra0_ * _sDRootPhra0_ _ENDIF_,TRUE,TRUE,TRUE
140,0,_sPShootPhra0_,_gP_*_m_^-2,-,Shoot_biomass_P_in_marsh_water,-,-1,_sPShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPShootPhra0_ _ELSE_ _cPDPhra0_ * _sDShootPhra0_ _ENDIF_,_sPShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPShootPhra0_ _ELSE_ _cPDPhra0_ * _sDShootPhra0_ _ENDIF_,_sPShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPShootPhra0_ _ELSE_ _cPDPhra0_ * _sDShootPhra0_ _ENDIF_,_sPShootPhra0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ _cPShootPhra0_ _ELSE_ _cPDPhra0_ * _sDShootPhra0_ _ENDIF_,TRUE,TRUE,TRUE
141,0,_uDPhytWHyp0_,_gDW_*_m_^-2,-,Total_initial_DW_in_phytoplankton_in_lake_water,-,-1,_uDPhytWHyp0_ = _sDDiatWHyp0_ + _sDGrenWHyp0_ + _sDBlueWHyp0_,_uDPhytWHyp0_ = _sDDiatWHyp0_ + _sDGrenWHyp0_ + _sDBlueWHyp0_,_uDPhytWHyp0_ = _sDDiatWHyp0_ + _sDGrenWHyp0_ + _sDBlueWHyp0_,_uDPhytWHyp0_ = _sDDiatWHyp0_ + _sDGrenWHyp0_ + _sDBlueWHyp0_,TRUE,TRUE,TRUE
142,0,_uDPhytWEpi0_,_gDW_*_m_^-2,-,Total_initial_DW_in_phytoplankton_in_lake_water,-,-1,_uDPhytWEpi0_ = _sDDiatWEpi0_ + _sDGrenWEpi0_ + _sDBlueWEpi0_,_uDPhytWEpi0_ = _sDDiatWEpi0_ + _sDGrenWEpi0_ + _sDBlueWEpi0_,_uDPhytWEpi0_ = _sDDiatWEpi0_ + _sDGrenWEpi0_ + _sDBlueWEpi0_,_uDPhytWEpi0_ = _sDDiatWEpi0_ + _sDGrenWEpi0_ + _sDBlueWEpi0_,TRUE,TRUE,TRUE
143,0,_uPPhytWHyp0_,_gP_*_m_^-2,-,Total_initial_P_in_phytoplankton_in_lake_water,-,-1,_uPPhytWHyp0_ = _sPDiatWHyp0_ + _sPGrenWHyp0_ + _sPBlueWHyp0_,_uPPhytWHyp0_ = _sPDiatWHyp0_ + _sPGrenWHyp0_ + _sPBlueWHyp0_,_uPPhytWHyp0_ = _sPDiatWHyp0_ + _sPGrenWHyp0_ + _sPBlueWHyp0_,_uPPhytWHyp0_ = _sPDiatWHyp0_ + _sPGrenWHyp0_ + _sPBlueWHyp0_,TRUE,TRUE,TRUE
144,0,_uPPhytWEpi0_,_gP_*_m_^-2,-,Total_initial_P_in_phytoplankton_in_lake_water,-,-1,_uPPhytWEpi0_ = _sPDiatWEpi0_ + _sPGrenWEpi0_ + _sPBlueWEpi0_,_uPPhytWEpi0_ = _sPDiatWEpi0_ + _sPGrenWEpi0_ + _sPBlueWEpi0_,_uPPhytWEpi0_ = _sPDiatWEpi0_ + _sPGrenWEpi0_ + _sPBlueWEpi0_,_uPPhytWEpi0_ = _sPDiatWEpi0_ + _sPGrenWEpi0_ + _sPBlueWEpi0_,TRUE,TRUE,TRUE
145,0,_uNPhytWHyp0_,_gN_*_m_^-2,-,Total_initial_N_in_phytoplankton_in_lake_water,-,-1,_uNPhytWHyp0_ = _sNDiatWHyp0_ + _sNGrenWHyp0_ + _sNBlueWHyp0_,_uNPhytWHyp0_ = _sNDiatWHyp0_ + _sNGrenWHyp0_ + _sNBlueWHyp0_,_uNPhytWHyp0_ = _sNDiatWHyp0_ + _sNGrenWHyp0_ + _sNBlueWHyp0_,_uNPhytWHyp0_ = _sNDiatWHyp0_ + _sNGrenWHyp0_ + _sNBlueWHyp0_,TRUE,TRUE,TRUE
146,0,_uNPhytWEpi0_,_gN_*_m_^-2,-,Total_initial_N_in_phytoplankton_in_lake_water,-,-1,_uNPhytWEpi0_ = _sNDiatWEpi0_ + _sNGrenWEpi0_ + _sNBlueWEpi0_,_uNPhytWEpi0_ = _sNDiatWEpi0_ + _sNGrenWEpi0_ + _sNBlueWEpi0_,_uNPhytWEpi0_ = _sNDiatWEpi0_ + _sNGrenWEpi0_ + _sNBlueWEpi0_,_uNPhytWEpi0_ = _sNDiatWEpi0_ + _sNGrenWEpi0_ + _sNBlueWEpi0_,TRUE,TRUE,TRUE
147,0,_uDPhytS0_,_gDW_*_m_^-2,-,Total_initial_DW_in_phytoplankton_in_lake_sediment,-,-1,_uDPhytS0_ = _sDDiatS0_ + _sDGrenS0_ + _sDBlueS0_,_uDPhytS0_ = _sDDiatS0_ + _sDGrenS0_ + _sDBlueS0_,_uDPhytS0_ = _sDDiatS0_ + _sDGrenS0_ + _sDBlueS0_,_uDPhytS0_ = _sDDiatS0_ + _sDGrenS0_ + _sDBlueS0_,TRUE,TRUE,TRUE
148,0,_uPPhytS0_,_gP_*_m_^-2,-,Total_initial_P_in_phytoplankton_in_lake_sediment,-,-1,_uPPhytS0_ = _sPDiatS0_ + _sPGrenS0_ + _sPBlueS0_,_uPPhytS0_ = _sPDiatS0_ + _sPGrenS0_ + _sPBlueS0_,_uPPhytS0_ = _sPDiatS0_ + _sPGrenS0_ + _sPBlueS0_,_uPPhytS0_ = _sPDiatS0_ + _sPGrenS0_ + _sPBlueS0_,TRUE,TRUE,TRUE
149,0,_uNPhytS0_,_gN_*_m_^-2,-,Total_initial_N_in_phytoplankton_in_lake_sediment,-,-1,_uNPhytS0_ = _sNDiatS0_ + _sNGrenS0_ + _sNBlueS0_,_uNPhytS0_ = _sNDiatS0_ + _sNGrenS0_ + _sNBlueS0_,_uNPhytS0_ = _sNDiatS0_ + _sNGrenS0_ + _sNBlueS0_,_uNPhytS0_ = _sNDiatS0_ + _sNGrenS0_ + _sNBlueS0_,TRUE,TRUE,TRUE
150,0,_uDPhytWM0_,_gDW_*_m_^-2,-,Total_initial_DW_in_phytoplankton_in_marsh_water,-,-1,_uDPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uDPhytWEpi0_ _ELSE_ _sDGrenWM0_ + _sDDiatWM0_ + _sDBlueWM0_ _ENDIF_,_uDPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uDPhytWEpi0_ _ELSE_ _sDGrenWM0_ + _sDDiatWM0_ + _sDBlueWM0_ _ENDIF_,_uDPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uDPhytWEpi0_ _ELSE_ _sDGrenWM0_ + _sDDiatWM0_ + _sDBlueWM0_ _ENDIF_,_uDPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uDPhytWEpi0_ _ELSE_ _sDGrenWM0_ + _sDDiatWM0_ + _sDBlueWM0_ _ENDIF_,TRUE,TRUE,TRUE
151,0,_uPPhytWM0_,_gP_*_m_^-2,-,Total_initial_P_in_phytoplankton_in_marsh_water,-,-1,_uPPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uPPhytWEpi0_ _ELSE_ _sPGrenWM0_ + _sPDiatWM0_ + _sPBlueWM0_ _ENDIF_,_uPPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uPPhytWEpi0_ _ELSE_ _sPGrenWM0_ + _sPDiatWM0_ + _sPBlueWM0_ _ENDIF_,_uPPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uPPhytWEpi0_ _ELSE_ _sPGrenWM0_ + _sPDiatWM0_ + _sPBlueWM0_ _ENDIF_,_uPPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uPPhytWEpi0_ _ELSE_ _sPGrenWM0_ + _sPDiatWM0_ + _sPBlueWM0_ _ENDIF_,TRUE,TRUE,TRUE
152,0,_uNPhytWM0_,_gN_*_m_^-2,-,Total_initial_N_in_phytoplankton_in_marsh_water,-,-1,_uNPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uNPhytWEpi0_ _ELSE_ _sNGrenWM0_ + _sNDiatWM0_ + _sNBlueWM0_ _ENDIF_,_uNPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uNPhytWEpi0_ _ELSE_ _sNGrenWM0_ + _sNDiatWM0_ + _sNBlueWM0_ _ENDIF_,_uNPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uNPhytWEpi0_ _ELSE_ _sNGrenWM0_ + _sNDiatWM0_ + _sNBlueWM0_ _ENDIF_,_uNPhytWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _uNPhytWEpi0_ _ELSE_ _sNGrenWM0_ + _sNDiatWM0_ + _sNBlueWM0_ _ENDIF_,TRUE,TRUE,TRUE
153,0,_uSiDiatWM0_,_gSi_*_m_^-2,-,Total_initial_Si_in_phytoplankton_in_marsh_water,-,-1,_uSiDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDiat_ * _sDDiatWEpi0_ _ELSE_ _cSiDDiat_ * _sDDiatWM0_ _ENDIF_,_uSiDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDiat_ * _sDDiatWEpi0_ _ELSE_ _cSiDDiat_ * _sDDiatWM0_ _ENDIF_,_uSiDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDiat_ * _sDDiatWEpi0_ _ELSE_ _cSiDDiat_ * _sDDiatWM0_ _ENDIF_,_uSiDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDiat_ * _sDDiatWEpi0_ _ELSE_ _cSiDDiat_ * _sDDiatWM0_ _ENDIF_,TRUE,TRUE,TRUE
154,0,_uDVeg0_,_gDW_*_m_^-2,-,Total_initial_DW_vegetation_in_the_lake,-,-1,_uDVeg0_ = _sDVeg0_,_uDVeg0_ = _sDVeg0_,_uDVeg0_ = _sDVeg0_,_uDVeg0_ = _sDVeg0_,TRUE,TRUE,TRUE
155,0,_uPVeg0_,_gP_*_m_^-2,-,Total_initial_P_vegetation_in_the_lake,-,-1,_uPVeg0_ = _sPVeg0_,_uPVeg0_ = _sPVeg0_,_uPVeg0_ = _sPVeg0_,_uPVeg0_ = _sPVeg0_,TRUE,TRUE,TRUE
156,0,_uNVeg0_,_gN_*_m_^-2,-,Total_initial_N_vegetation_in_the_lake,-,-1,_uNVeg0_ = _sNVeg0_,_uNVeg0_ = _sNVeg0_,_uNVeg0_ = _sNVeg0_,_uNVeg0_ = _sNVeg0_,TRUE,TRUE,TRUE
157,0,_uDFish0_,_gDW_*_m_^-2,-,Total_initial_DW_in_white_fish_in_the_lake,-,-1,_uDFish0_ = _sDFiJv0_ + _sDFiAd0_,_uDFish0_ = _sDFiJv0_ + _sDFiAd0_,_uDFish0_ = _sDFiJv0_ + _sDFiAd0_,_uDFish0_ = _sDFiJv0_ + _sDFiAd0_,TRUE,TRUE,TRUE
158,0,_uPFish0_,_gP_*_m_^-2,-,Total_initial_P_in_white_fish_in_the_lake,-,-1,_uPFish0_ = _sPFiJv0_ + _sPFiAd0_,_uPFish0_ = _sPFiJv0_ + _sPFiAd0_,_uPFish0_ = _sPFiJv0_ + _sPFiAd0_,_uPFish0_ = _sPFiJv0_ + _sPFiAd0_,TRUE,TRUE,TRUE
159,0,_uNFish0_,_gN_*_m_^-2,-,Total_initial_N_in_white_fish_in_the_lake,-,-1,_uNFish0_ = _sNFiJv0_ + _sNFiAd0_,_uNFish0_ = _sNFiJv0_ + _sNFiAd0_,_uNFish0_ = _sNFiJv0_ + _sNFiAd0_,_uNFish0_ = _sNFiJv0_ + _sNFiAd0_,TRUE,TRUE,TRUE
160,0,_uPPisc0_,_gP_*_m_^-2,-,Total_initial_P_in_pisc_Fish_in_the_lake,-,-1,_uPPisc0_ = _cPDPisc_ * _sDPisc0_,_uPPisc0_ = _cPDPisc_ * _sDPisc0_,_uPPisc0_ = _cPDPisc_ * _sDPisc0_,_uPPisc0_ = _cPDPisc_ * _sDPisc0_,TRUE,TRUE,TRUE
161,0,_uNPisc0_,_gN_*_m_^-2,-,Total_initial_N_in_pisc_Fish_in_the_lake,-,-1,_uNPisc0_ = _cNDPisc_ * _sDPisc0_,_uNPisc0_ = _cNDPisc_ * _sDPisc0_,_uNPisc0_ = _cNDPisc_ * _sDPisc0_,_uNPisc0_ = _cNDPisc_ * _sDPisc0_,TRUE,TRUE,TRUE
162,0,_uO2TotTHyp0_,_gO2_*_m_^-2,-,Total_initial_O2_in_the_marsh,-,-1,_uO2TotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sO2WHyp0_ ) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uO2TotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sO2WHyp0_ ) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uO2TotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sO2WHyp0_ ) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uO2TotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sO2WHyp0_ ) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
163,0,_uDTotTHyp0_,_gDW_*_m_^-2,-,Total_initial_DW_in_the_lake,-,-1,_uDTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sDIMWHyp0_ + _sDDetWHyp0_ + _uDPhytWHyp0_ + _sDZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uDTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sDIMWHyp0_ + _sDDetWHyp0_ + _uDPhytWHyp0_ + _sDZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uDTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sDIMWHyp0_ + _sDDetWHyp0_ + _uDPhytWHyp0_ + _sDZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uDTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sDIMWHyp0_ + _sDDetWHyp0_ + _uDPhytWHyp0_ + _sDZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
164,0,_uPTotTHyp0_,_gP_*_m_^-2,-,Total_initial_P_in_the_lake,-,-1,_uPTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sPO4WHyp0_ + _sPDetWHyp0_ + _sPAIMWHyp0_ + _uPPhytWHyp0_ + _sPZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uPTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sPO4WHyp0_ + _sPDetWHyp0_ + _sPAIMWHyp0_ + _uPPhytWHyp0_ + _sPZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uPTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sPO4WHyp0_ + _sPDetWHyp0_ + _sPAIMWHyp0_ + _uPPhytWHyp0_ + _sPZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uPTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sPO4WHyp0_ + _sPDetWHyp0_ + _sPAIMWHyp0_ + _uPPhytWHyp0_ + _sPZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
165,0,_uNTotTHyp0_,_gN_*_m_^-2,-,Total_initial_N_in_the_lake,-,-1,_uNTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sNH4WHyp0_ + _sNO3WHyp0_ + _sNDetWHyp0_ + _uNPhytWHyp0_ + _sNZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_ ,_uNTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sNH4WHyp0_ + _sNO3WHyp0_ + _sNDetWHyp0_ + _uNPhytWHyp0_ + _sNZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_ ,_uNTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sNH4WHyp0_ + _sNO3WHyp0_ + _sNDetWHyp0_ + _uNPhytWHyp0_ + _sNZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_ ,_uNTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sNH4WHyp0_ + _sNO3WHyp0_ + _sNDetWHyp0_ + _uNPhytWHyp0_ + _sNZooHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_ ,TRUE,TRUE,TRUE
166,0,_uSiTotTHyp0_,_gSi_*_m_^-2,-,Total_initial_Si_in_the_lake,-,-1,_uSiTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sSiO2WHyp0_ + _sSiDetWHyp0_ + _cSiDDiat_ * _sDDiatWHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uSiTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sSiO2WHyp0_ + _sSiDetWHyp0_ + _cSiDDiat_ * _sDDiatWHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uSiTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sSiO2WHyp0_ + _sSiDetWHyp0_ + _cSiDDiat_ * _sDDiatWHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,_uSiTotTHyp0_ = _IF_ (_aInclStrat0_ _EQ_ _TRUE_) _THEN_ (_sSiO2WHyp0_ + _sSiDetWHyp0_ + _cSiDDiat_ * _sDDiatWHyp0_) * (_sDepthW0_ - _sMixDepthW0_) / _MassHyp0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
167,0,_uDTotTSurf0_,_gDW_*_m_^-2,-,Total_initial_DW_at_the_surface,-,-1,_uDTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sDBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uDTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sDBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uDTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sDBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uDTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sDBlueSurf0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
168,0,_uPTotTSurf0_,_gP_*_m_^-2,-,Total_initial_P_at_the_surface,-,-1,_uPTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sPBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uPTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sPBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uPTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sPBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uPTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sPBlueSurf0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
169,0,_uNTotTSurf0_,_gN_*_m_^-2,-,Total_initial_N_at_the_surface,-,-1,_uNTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sNBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uNTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sNBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uNTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sNBlueSurf0_ _ELSE_ 0.0 _ENDIF_,_uNTotTSurf0_ = _IF_ (_InclSurf_ _EQ_ _TRUE_) _THEN_ _sNBlueSurf0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
170,0,_uDTotM0_,_gDW_*_m_^-2,-,Total_initial_DW_in_the_marsh,-,-1,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,TRUE,TRUE,TRUE
